Price,Model,Year,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات
['60000'],بيجو بارتنر,2014.0,بترولي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,7+1,نقدا فقط,للتبديل فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['100000'],ستروين بيرلينجو,2019.0,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1500,,4+1,نقدا فقط,للبيع فقط,١,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية"
['10000'],اوبل اسكونا,1986.0,فضي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,,4+1,نقدا فقط,للبيع فقط,10,
['30000'],شفروليه افيو,2009.0,أسود,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,170000,4+1,نقدا فقط,للبيع أو التبديل,,
['68000'],كيا ريو,2016.0,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,4700,4+1,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['56000'],هونداي اكسنت,2016.0,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
فرش جلد"
['13000'],كيا سبورتاج,2018.0,أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,70000,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['88000'],كيا سبورتاج,2015.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,160000,4+1,نقدا فقط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['110000'],هونداي كونا,2019.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,60000,4+1,نقدا فقط,للبيع فقط,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['52999'],كيا مورننغ,2019.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,69000,4+1,نقدا فقط,للبيع فقط,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['82000'],سكودا اوكتافيا,2016.0,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,48000,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['75000'],سكودا اوكتافيا,2012.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1800,112000,4+1,نقدا فقط,للبيع فقط,0,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
['130000'],سكودا اوكتافيا,2017.0,أزرق سماوي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1800,60000,4+1,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
['60000'],هونداي اكسنت,2013.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,85000,4+1,إمكانية التقسيط,للبيع أو التبديل,٢,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['46000'],كيا برايد,2014.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,190,4+1,نقدا فقط,للبيع أو التبديل,يد رابعة,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['70000'],فولكسفاجن كادي,2012.0,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,6+1,نقدا فقط,للبيع فقط,يد ثالثة,
['27000'],فيات كيوبو,2012.0,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1300,1000000,4+1,نقدا فقط,للبيع فقط,4,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['80000'],سيت ليون,2010.0,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
['49000'],سكودا اوكتافيا,2011.0,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,إمكانية التقسيط,للبيع أو التبديل,,
['80000'],نيسان ألتيما,2015.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2400,10000,4+1,نقدا فقط,للبيع أو التبديل,اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['27000'],هونداي فيرنا,2002.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
وسادة حماية هوائية"
['52000'],كيا مورننغ,2019.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,26000,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['63000'],كيا مورننغ,2019.0,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,44,4+1,نقدا فقط,للبيع فقط,00,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['35000'],مرسيدس 200,1995.0,أسود ميتالك,بنزين,حكومي,فلسطينية,عادي,يدوي,2000,00000,4+1,نقدا فقط,للبيع أو التبديل,9,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
وسادة حماية هوائية"
['90000'],فولكسفاجن جولف,2015.0,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,90000,4+1,نقدا فقط,للبيع أو التبديل,يد أولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
['50000'],فولكسفاجن ترانسبورتر,2005.0,أسود ميتالك,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,,إمكانية التقسيط,للبيع أو التبديل,,"إغلاق مركزي
مسجل CD
جنطات مغنيسيوم"
['65000'],فولكسفاجن كرافيل,2008.0,أسود,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,7+1,إمكانية التقسيط,للبيع أو التبديل,يد ثانية,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['65000'],بيجو 308,2015.0,عدة الوان,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,58041,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['26000'],فيات باندا,2010.0,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,100000,4+1,نقدا فقط,للبيع فقط,يد تانيه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['110000'],سكودا اوكتافيا,2019.0,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,140,4+1,نقدا فقط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['31000'],فورد فيستا,2012.0,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,120000,4+1,نقدا فقط,للبيع فقط,٢,"مُكيّف
إغلاق مركزي
مسجل CD
فرش جلد"
,,,,,,,,,,,,,,,
['34000'],نيسان نوت,2010.0,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,155000,4+1,إمكانية التقسيط,للبيع أو التبديل,4,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['138000'],هونداي سانتافيه,2019.0,عدة الوان,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,40000,6+1,إمكانية التقسيط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['145000'],سكودا كاروك,2019.0,عدة الوان,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,50000,4+1,إمكانية التقسيط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['83000'],هونداي توسان,2015.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,92000,4+1,نقدا فقط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['38000'],فولكسفاجن توران,2008.0,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,6+1,نقدا فقط,للبيع فقط,,
['55000'],شاحنة داف,2001.0,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,1600,00000,2+1,نقدا فقط,للبيع فقط,٣,مسجل CD
['38000'],اوبل كورسا,2008.0,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,نقدا فقط,للبيع أو التبديل,,"مُكيّف
فتحة سقف
جنطات مغنيسيوم"
['165000'],كيا سورينتو,2018.0,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,,إمكانية التقسيط,للبيع فقط,٢,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['23000'],فولكسفاجن بولو,2001.0,فضي,ديزل,عمومي,فلسطينية,عادي,يدوي,1900,,4+1,نقدا فقط,للبيع فقط,يد اولى,
['32000'],مرسيدس 412,1998.0,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2000,350000,2+1,نقدا فقط,للبيع فقط,يد اولى,
['42000'],اوبل كورسا,2011.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,138000,4+1,نقدا فقط,للبيع فقط,يد ثانية,
['49000'],كيا ريو,2014.0,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,14300,4+1,نقدا فقط,للبيع فقط,2,"إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['17000'],فولكسفاجن بولو,1998.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,000000,4+1,إمكانية التقسيط,للبيع فقط,5,"إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد"
['155000'],فولكسفاجن جولف,2017.0,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,4+1,نقدا فقط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['7500'],رينو R9,1986.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,,4+1,نقدا فقط,للبيع أو التبديل,,"جنطات مغنيسيوم
فرش جلد"
,,,,,,,,,,,,,,,
['24000'],هونداي اكسنت,2002.0,أخضر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1500,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD"
['37000'],فورد فيستا,2012.0,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,100000,4+1,إمكانية التقسيط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['100000'],هونداي سانتافيه,2015.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,94000,6+1,نقدا فقط,للبيع أو التبديل,يد ثالثه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['46000'],بي ام دبليو 2005,2005.0,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,160000,4+1,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['220000'],بي ام دبليو x4,2016.0,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,115000,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['38000'],ستروين بيرلينجو,2007.0,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['62000'],هونداي اكسنت,2016.0,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1600,80000,,نقدا فقط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['110000'],سكودا اوكتافيا,2016.0,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,21500,4+1,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
فتحة سقف
جنطات مغنيسيوم"
['85000'],كيا اوبتيما,2016.0,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,170000,4+1,إمكانية التقسيط,للبيع أو التبديل,يد أولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['55000'],فولكسفاجن توران,2008.0,أسود ميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,200000,6+1,نقدا فقط,للبيع فقط,2,"مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['22000'],دايو لانوس,1999.0,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1500,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['46000'],بي ام دبليو 318,2004.0,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,4+1,نقدا فقط,للبيع أو التبديل,ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
['35000'],فولكسفاجن باسات,2003.0,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,200,4+1,نقدا فقط,للبيع فقط,يد ثالثه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['169000'],كيا سورينتو,2020.0,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,30000,6+1,إمكانية التقسيط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['105000'],جييب همر,2008.0,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3700,190,4+1,نقدا فقط,للبيع أو التبديل,2,
,,,,,,,,,,,,,,,
['85000'],هونداي توسان,2012.0,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,121000,4+1,إمكانية التقسيط,للبيع فقط,يد ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['45000'],هونداي تراجيت,2007.0,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,260000,,إمكانية التقسيط,للبيع أو التبديل,يد رابعه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['147000'],سكودا كاروك,2019.0,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,45000,4+1,نقدا فقط,للبيع فقط,مستورد,"مُكيّف
إغلاق مركزي
جهاز إنذار
فتحة سقف
وسادة حماية هوائية"
['42000'],بيجو 308,2012.0,ذهبي,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,116000,4+1,نقدا فقط,للبيع أو التبديل,٣,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['103000'],فولكسفاجن باسات,2015.0,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['24000'],اوبل فيكترا,2001.0,زيتي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,20000,4+1,نقدا فقط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['65000'],ستروين بيرلينجو,2016.0,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['25000'],اوبل اسكونا,2015.0,أصفر,هايبرد,خصوصي,فلسطينية,اوتوماتيك,يدوي,500,5000,3+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد"
,,,,,,,,,,,,,,,
['98000'],مرسيدس 416,2002.0,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2600,5000,7+1,إمكانية التقسيط,للبيع أو التبديل,٢,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['60000'],كيا برايد,2016.0,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,72000,4+1,نقدا فقط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['130000'],سيت ليون,2017.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,88000,4+1,إمكانية التقسيط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['7000'],فيات اونو,1990.0,أبيض,بنزين,تأجير,فلسطينية,عادي,يدوي,1000,,4+1,نقدا فقط,للبيع فقط,,
['52000'],كيا بيكانتو,2018.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,6000,4+1,إمكانية التقسيط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['75000'],سيت ليون,2017.0,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,120000,4+1,إمكانية التقسيط,للبيع فقط,3,
,,,,,,,,,,,,,,,
['130000'],تويوتا كورولا,2020.0,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,24000,4+1,نقدا فقط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['35000'],فورد فوكس,2009.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,,نقدا فقط,للبيع فقط,,
['49000'],سكودا اوكتافيا,2012.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,3000,4+1,إمكانية التقسيط,للبيع أو التبديل,٢,"مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم"
['52000'],كيا برايد,2014.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,18000,4+1,إمكانية التقسيط,للبيع أو التبديل,يد ثانيه,مُكيّف
,,,,,,,,,,,,,,,
['70000'],كيا سبورتاج,2011.0,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,,نقدا فقط,للبيع فقط,,
['104000'],هونداي كونا,2018.0,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,19000,4+1,نقدا فقط,للبيع أو التبديل,اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['52000'],هونداي سانتافيه,2006.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,180000,6+1,إمكانية التقسيط,للبيع أو التبديل,٣,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
['58000'],بيجو بارتنر,2013.0,زيتي,ديزل,تجاري,فلسطينية,عادي,الكتروني,1600,250000,,إمكانية التقسيط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['60000'],لاندروفر ديفندر,1999.0,أبيض,ديزل,حكومي,فلسطينية,عادي,الكتروني,2500,250000,8+1,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم"
['65000'],مازدا 3,2010.0,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,128000,4+1,نقدا فقط,للبيع فقط,ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
['44000'],هونداي i30,2008.0,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,91000,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['130000'],هونداي توسان,2017.0,أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2250,95000,4+1,إمكانية التقسيط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['30000'],مرسيدس 220,2000.0,أسود,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2200,350000,4+1,إمكانية التقسيط,للبيع أو التبديل,9,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['77000'],هونداي اكسنت,2018.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,39000,4+1,نقدا فقط,للبيع فقط,يد أولى,"مُكيّف
إغلاق مركزي
جنطات مغنيسيوم
وسادة حماية هوائية"
['68000'],كيا سيراتو,2016.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,0000,4+1,نقدا فقط,للبيع فقط,اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['42000'],اوبل كورسا,2014.0,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,90000,4+1,إمكانية التقسيط,للبيع أو التبديل,يد ثانية,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['143000'],هونداي سانتافيه,2018.0,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,54000,6+1,نقدا فقط,للبيع أو التبديل,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['67000'],فورد فوكس,2016.0,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,94000,4+1,نقدا فقط,للبيع فقط,1,"إغلاق مركزي
جهاز إنذار
مسجل CD"
['39000'],كيا سيراتو,2008.0,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,نقدا فقط,للبيع أو التبديل,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
فرش جلد
وسادة حماية هوائية"
['29999'],فولكسفاجن بولو,2006.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,158,,نقدا فقط,للبيع فقط,ايد ثالثة,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['11000'],اوبل اسكونا,1983.0,بيج,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,,4+1,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['75000'],رينو كانجو,2016.0,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,100000,6+1,إمكانية التقسيط,للبيع فقط,٠,"مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['24000'],مرسيدس 220,1997.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2200,,4+1,إمكانية التقسيط,للبيع أو التبديل,٤,"مسجل CD
جنطات مغنيسيوم"
['102000'],هونداي كونا,2018.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,32000,4+1,نقدا فقط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
